GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 100032               SCOTT GOURMET R COC 8X3X50UN                                           GOURMET                        KIMBERLY                       7798038155689      8 N     20041223T1704  D      
7737001070017 98243                DOVE DEO STICK SILK 12X50GR                                            DOVE                           PERSONAL CARE                       78007642     12 N     20050415T1142  D      
7737001070017 98248                DOVE DEO ROLLON SILK DRY 12X55GR/50ML                                  DOVE                           PERSONAL CARE                       78918436     12 N     20050310T0913  D      
7737001070017 9906                 NEVEX MATIC FRESH 24X800GR                                             NEVEX                          HOME CARE                      7791290205291     24 N     20031027T1603  D      
7737001070017 99305                COTTONELLE P HIG 24X4X20MT                                             KLEENEX                        KIMBERLY                         36000645347     24 N     20041108T1448  D      
7737001070017 99307                KLEENEX P HIG BLANCO 6X8X30MT                                          KLEENEX                        KIMBERLY                       7798038150776      6 N     20041108T1448  D      
7737001070017 99308                KLEENEX P HIG BLANCO 8X6X30MT                                          KLEENEX                        KIMBERLY                       7798038150769      8 N     20041108T1448  D      
7737001070017 99309                KLEENEX P HIG BLANCO 12X4X30MT                                         KLEENEX                        KIMBERLY                       7798038150752     12 N     20041108T1448  D      
7737001070017 99311                KLEENEX P HIG U SOFT DH 8X6X30MT                                       KLEENEX                        KIMBERLY                       7798038150790      8 N     20041108T1448  D      
7737001070017 99314                KIMBIES BASICO JUMBO XGDE 6X32UN                                       KIMBIES                        KIMBERLY                       7794626008528      6 N     20041108T1448  A      
7737001070017 99315                KIMBIES BASICO GDE 10X20UN                                             KIMBIES                        KIMBERLY                       7794626908675     10 N     20041108T1448  A      
7737001070017 99318                KIMBIES BASICO JUMBO MED 6X48UN                                        KIMBIES                        KIMBERLY                       7794626008504      6 N     20041108T1448  A      
7737001070017 99319                KIMBIES BASICO MED 10X24UN                                             KIMBIES                        KIMBERLY                       7794626908668     10 N     20041108T1448  A      
7737001070017 99320                KIMBIES BASICO MED 14X12UN                                             KIMBIES                        KIMBERLY                       7794626908446     14 N     20041108T1448  A      
7737001070017 99321                KIMBIES BASICO PEQ 14X14UN                                             KIMBIES                        KIMBERLY                       7794626908439     14 N     20041108T1448  A      
7737001070017 99322                KIMBIES BASICO XGDE 10X16UN                                            KIMBIES                        KIMBERLY                       7794626908682     10 N     20041108T1448  A      
